,galactic year,galaxy_cod,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII)
314,991020.0,59,0.6779551873082867,0.6654736999214058,0.18745683435674776,0.615971954694063,0.4529669512573666,0.2992110182277763,0.5986803426803831,0.3913016273256673,0.42289064533153375,0.9024067770875961,0.5728554132976909,0.3271560110352425,0.13498541710710543,0.589069903541132,0.14030229261766047,0.3514363555054274,0.26000665657977784,0.08168983457347778,0.0890998028899519,0.7463731655019981,0.7102693840381473,0.1299765624208553,0.45497784417728937,0.3270092982644446,0.06603641552498996,0.3321052943054147,0.9215212097311404,0.445270444926817,0.4357813731289131,0.4941942936601196,0.4927174837098486,0.47961470925106364,0.3046538177102514,0.3680774642198532,0.5562026699858522,0.13891987274827688,0.8577092643529006,0.21409008707937716,0.2586943062182516,0.14680645921510305,0.22420344322998798,0.08583156431703798,0.05491241430102467,0.02183581186083705,0.2618898067962976,0.03903024881483219,0.15356428224763619,-0.8941628916362845,0.797781414184854,0.34281889594688053,0.36385577642484357,0.09863474278281248,0.3419902289530192,0.12729102263157444,0.11172020243650671,0.808808684848279,0.21483747639854384,0.5569468465056433,0.3779136664763483,0.3084501925676584,0.07182074749255185,-1.0732136095391156,0.12952846409720276,0.5663898378352501,0.18159247494609954,-0.2322834154731126,-0.18696319495195013,0.5609137626918432,0.361758275629529,0.9487206871507858,0.2787617562093523,0.911768764803389,0.2916433541096135,0.6575892077246093,0.14496719010274806,0.8979949554831573,0.6031788414270015
520,992016.0,59,0.6499055051036993,0.6522629943062586,0.1325516001199945,0.4801573066647321,0.3982036146368743,0.3141362147656892,0.600320526776049,0.4027454771165164,0.42656211120142506,0.8973825210422266,0.5812460407459765,0.32499076167902796,0.1302177843672806,0.5855265270099728,0.14693341963590667,0.32376000053762155,0.2705274153551187,0.07823446602718853,0.09124714856144056,0.7242119480300255,0.7167051335491341,0.12269864415545628,0.45181160696943934,0.3064590006732022,0.06393702519461975,0.31370389927444764,0.9162214429312217,0.44123454153583985,0.4144037996141883,0.47776822848914957,0.4965624919490361,0.4824169364968969,0.27852137163853374,0.3654969974802693,0.5514039257913184,0.12344436243762047,0.8406766962511778,0.20377335474720049,0.25579530431408726,0.13873977203992816,0.22946019668784157,0.10434874129656735,0.05490282219123044,0.02369057160672683,0.25940297460129313,0.06683226281564814,0.15461725742066168,-0.8290095742110282,0.7855434096885716,0.35718542120816466,0.385569010820479,0.09756873728906501,0.34413250846922594,0.1278303516247492,0.11935508474187806,0.7982554366990562,0.2166134920982235,0.5661106798568819,0.3975140802719391,0.29966936375568,0.07168967208455479,-0.9361540911790007,0.1289570001860596,0.5629577612862917,0.17480736731184088,-0.1982438819877359,-0.13843297153182732,0.5499583349597366,0.3735783227123104,0.9284554233040119,0.2994602238744939,0.8906806361461044,0.29873251184601424,0.6614740078002272,0.14978912471377637,0.8985464561522366,0.6007788622825949
591,993012.0,59,0.7244057874302428,0.7535541440697499,0.18751245013467818,0.5822427503582306,0.45840774948745194,0.3290612653975291,0.6019609415318541,0.41418771491033013,0.4302342361446394,0.8923584225153727,0.6023295299474478,0.33653486077614314,0.13231634174160212,0.5694385755414069,0.13941731595704043,0.31661461888033315,0.2788653135619388,0.08858474796735427,0.0916624935186734,0.7371311671576324,0.7129481543904368,0.12439029548431746,0.4494659718284808,0.3111604463609545,0.06280771749610181,0.32030662347419914,0.9189332876380005,0.43789457492777295,0.4227980363351058,0.4826841984412029,0.4954677371688474,0.4769211763039709,0.2901866254481096,0.37869304061869524,0.556938151197186,0.1328011423719011,0.8597590180389343,0.1935613045679787,0.25144970176303283,0.14418380978092182,0.21602452279223083,0.09546833589011627,0.059456029525569054,0.02468571105874562,0.2637029537894049,0.0946314099547152,0.1427248866628945,-0.7566890708334597,0.7733009059430156,0.36783234116700214,0.38187936378757037,0.09843460163268736,0.350021131181693,0.1329887320505725,0.12911032916758103,0.7976823646475473,0.21304883039652572,0.5198971319675443,0.409699519352484,0.3089046166853251,0.07123765057307119,-0.18652467288913066,0.12421895419424156,0.5623403998954357,0.17394951665967007,-0.15946799983017712,-0.10371505338180498,0.5339284415810077,0.3869832742028283,0.9069871704738368,0.32286638261375344,0.8635459404349177,0.3095605828793866,0.6573655699312707,0.14482737850407457,0.899018986947267,0.6432768704534896
818,994009.0,59,0.7382898876985823,0.7324524248460226,0.14980374592733056,0.4498516387350892,0.40877351601125705,0.3440023486187762,0.6036026000462338,0.42564251080967175,0.4339109362927651,0.8873287191750432,0.6264809604938053,0.3255307713899871,0.12697490620573526,0.5606173202005236,0.14347312257317313,0.2882877796503571,0.28826031529396623,0.0876291525900803,0.09319915011774871,0.7178529836147698,0.7167649195032917,0.1184540013240265,0.45395588009783694,0.29432232973101513,0.06054585382233152,0.31070818684197143,0.915442587000773,0.4374528605133232,0.3994361982604069,0.4685275624376768,0.4950973427098715,0.47398315513334555,0.2701523953751508,0.37780047304843567,0.5515754555450476,0.11933946566430098,0.8546046141967771,0.18215824297140415,0.24693877741977377,0.13817461865363434,0.21974810172021542,0.11205759840132101,0.06066537911396819,0.027520404063591686,0.26148188597038513,0.1224601773143803,0.14051245300461002,-0.676269008254053,0.7610432479257518,0.3815475704682587,0.39947393476338533,0.09850459914370036,0.349134432304421,0.13486929073510767,0.13503609140015804,0.7854495891940716,0.2129357330779275,0.45734589210998916,0.383718169817656,0.3011586114929381,0.07156082148104703,0.012972092417913998,0.12155748606742123,0.5603719026504619,0.1695251750360871,-0.12589701177498824,-0.05947652290328875,0.5244104344353815,0.401331400339191,0.8847859321645686,0.34830160603651095,0.831610854941299,0.3227782901083103,0.6598117263777882,0.14959222364810287,0.899156500272026,0.684940401033597
919,995006.0,59,0.7049022144143159,0.7312783660386131,0.1308290607913949,0.4262862380319482,0.5536075258327585,0.3589487464979637,0.6052452347631068,0.4370973309554316,0.43758942549158153,0.8823011288541043,0.5354620637954808,0.3506900120710296,0.1094829046428858,0.4830019635106151,0.1730672951420616,0.1799736461462871,0.2813925150082927,0.07837983759776776,0.08632049167583734,0.6308430179486854,0.702681042753337,0.09368346235593951,0.4911178670293761,0.24153658501191128,0.05213288375770141,0.24141732930234028,0.9278342669718335,0.44123046623457157,0.3564250649077694,0.40514961009192535,0.49920399587662295,0.44036019781422314,0.17880655746102284,0.3748496047413749,0.4931996599935796,0.07794560824274448,0.8650093698085672,0.11828773571254947,0.21392652643129678,0.11629256507337996,0.21214295925166782,0.13332095255836257,0.06882017009523024,0.027880682109107432,0.2474940955932737,0.2329551002841313,0.12338514443849166,-0.5620284635469943,0.7487704036428617,0.37282909996636854,0.45228504591773466,0.09045373399171763,0.35013038181860473,0.14350621254475765,0.10777173006715922,0.7368522310340361,0.20783715352752907,0.30996960318957373,0.3229857676425793,0.2447321344550043,0.07205031661585926,0.35965349848842587,0.11409432231436878,0.5645379815081261,0.17392286146740332,-0.08781593626748929,-0.030953636247829763,0.5125524416939378,0.42086754042195107,0.8599407190740749,0.38376300860074863,0.7836457549456313,0.34861584286238734,0.6533298056926663,0.17582453463777953,0.8985657283988874,0.6043403622857773
1113,996004.0,59,0.648046255018603,0.750252262851148,0.18232827935882576,0.5558969870911585,0.43981001102867817,0.3738976518102284,0.6068885046519417,0.448564108170574,0.4412623243696534,0.8772663552745268,0.5879614708914263,0.37618087031246805,0.1265205035158964,0.577790751383588,0.13649618661848395,0.26909525846343385,0.3145195189842642,0.094456598774737,0.09735637315463652,0.7337440716449217,0.7266791985072234,0.11595731841212498,0.4135813962734254,0.287289902292291,0.059976884154028576,0.3124953645054822,0.9065546838351501,0.42581362644427223,0.39913618621865776,0.46752809996375877,0.503428747147928,0.47711296671157566,0.26800536639488115,0.38875543362103304,0.5662251505393421,0.12358724465724702,0.8452241082602843,0.18272091591204198,0.252066337317326,0.13714689098334,0.21815581153734165,0.11761127429149987,0.06038249276902641,0.02948066906775626,0.27039495704802796,0.1781461218200704,0.13647179704644685,-0.5568097127322318,0.7365350067724847,0.41451396709979527,0.41233915827576517,0.10040976331267748,0.3557324348321593,0.1369209883364122,0.16237142643004177,0.7900586181064289,0.21283262450694257,0.3103869204857332,0.32286269620806046,0.31438446208420645,0.07060956102913907,0.3601719502449452,0.11887493679916838,0.553030865231273,0.15708461650730765,-0.053509958839654814,0.03547112917171802,0.49782887962863853,0.4223465143203198,0.8464662907570109,0.3882527343376836,0.8063392620168797,0.3331310801293228,0.6642998111216627,0.13990853525769253,0.9006494506589179,0.6053137848111328
1306,997002.0,59,0.7498664765826168,0.7143983560237726,0.22734664477590608,0.5220883248475002,0.47371552787452176,0.38885603140013636,0.6085316249327917,0.4600297029142979,0.4449434156361902,0.8722314247310772,0.5908092727602687,0.35946316925758026,0.1132792547057988,0.5549636768993151,0.13731086836174855,0.2061088865454046,0.32867141653988163,0.09214988667562407,0.10049214018552277,0.7137792341758091,0.7318913915619274,0.11170017333185545,0.43439393332410603,0.275663348652734,0.05661913659483553,0.3046184251659654,0.903526780257681,0.4373277365172292,0.3777798032002817,0.42478891242363837,0.4981211670369463,0.45422928320476896,0.24278805217064292,0.38175887309752365,0.5544086651184141,0.11313726243558264,0.8644937921292382,0.16498969266753605,0.2428423088778291,0.13688892950570963,0.21455341187357302,0.13140713058615572,0.06516462917287735,0.032958048176232047,0.26529625562844017,0.18118706706609963,0.12467510820938754,-0.45838368249917494,0.7242555537820348,0.42227968713764064,0.44151388415001414,0.1026367247795037,0.3477485844939263,0.14138862161589127,0.1761213025320547,0.7757175034265402,0.20720305227298758,0.31023004021308415,0.3229238955743426,0.29653193526318056,0.07121798460947648,0.3599906393747264,0.11157883759475695,0.5533678891895182,0.15773229558523827,-0.018726708275281112,0.07147754343994706,0.48747796333070426,0.4404504804907683,0.8222845429028176,0.4185279817832601,0.7623392186154971,0.35425696695846765,0.6628739747511939,0.14626705116355598,0.900345018552161,0.6049466113859925
1533,998001.0,59,0.7812735653401279,0.7712760945877852,0.13967018209511448,0.56702236801417,0.5402742241648133,0.4038240516370184,0.6101770131842028,0.4715069856021241,0.448625718514275,0.8671923921903284,0.6314545364032371,0.36109562819728147,0.12143304128135524,0.5522065651012169,0.13383428573132772,0.22734411212308103,0.33390128191244983,0.10261746433770069,0.10207470564937005,0.7196610742254403,0.728397031512614,0.11185098054904463,0.4229202613102103,0.2729681287372552,0.05656040677953389,0.3100945807344111,0.9046202228361713,0.4241482288522036,0.3793929298710452,0.45266208611914305,0.5009152036765157,0.4662342330102984,0.25832250527165534,0.39852911915507505,0.5661431627514375,0.1166600278614438,0.8604330621749945,0.1594359168807058,0.24198728468727437,0.13775666497827466,0.20896259689964403,0.13129477530811062,0.06690489035767233,0.033791217820650754,0.26872029916231566,0.23388536574572427,0.1222721132001241,-0.4013615612538075,0.7119844418374974,0.4390618182215231,0.4295912987977779,0.10188133091428786,0.35863165929625396,0.143923227258705,0.1799403148862151,0.7755804246764844,0.20870248163909366,0.33607843254497627,0.35104528800108914,0.31386898784783446,0.07058408870600341,0.36385555342297066,0.1110770405401138,0.5504171915134801,0.1519194485818227,0.018587630371683872,0.1144677665924334,0.4728355198340708,0.4506246167775245,0.802345528171049,0.4378477663420597,0.7449350649358033,0.3582478693789486,0.6627669273033548,0.1425555305741666,0.9011879677952875,0.5954190046129546
1705,999000.0,59,0.7252611053994537,0.7182221870264625,0.09763610700453543,0.5089784412419409,0.5440558138332198,0.41879486392594956,0.6118222736443777,0.4829854343884765,0.4523076080009494,0.862153490528411,0.6110470774019197,0.3706454663331096,0.11689829946571362,0.5597295826067699,0.13732798211776753,0.20464668227926452,0.34678869817509295,0.10010846787710914,0.10417280384547212,0.7076994467811408,0.7365381766049781,0.10597849139809146,0.41043644826088155,0.2568561700928118,0.05539854442114295,0.3017817430803835,0.8978731546500551,0.4205762931234993,0.3606547139060092,0.4410776802366705,0.5047359183143767,0.46812784406736396,0.2395720094198559,0.39667715068791676,0.5662469561806995,0.10555388012774847,0.8447324026629044,0.15639378998102504,0.24290348190104383,0.13065470930722056,0.2165854297438239,0.147737440931069,0.06551932913192204,0.03586486764485508,0.2691583100808339,0.2617710289915429,0.12457206786304376,-0.33408614501608724,0.6997088121036157,0.4563960896403394,0.44775392897981625,0.10228915843109765,0.3581388675489343,0.1436962514865987,0.1903901518729949,0.769526045398663,0.21020473345308432,0.3360530380519978,0.3513084773895562,0.31008873360534617,0.07060448615990778,0.36365038606983147,0.1104303516015187,0.5464553108601145,0.1444201934965328,0.052062988519658404,0.16553688518504828,0.4631550948074086,0.46227304016146764,0.7822764271029001,0.4597710557482664,0.7265500365930198,0.3659930778955658,0.667910535918593,0.1439467271624908,0.9016717401895932,0.5948143069033707
1827,1000000.0,59,0.775466737087918,0.6927362723206683,0.11941192620279077,0.5558250825930756,0.46914314054982675,0.412690224958201,0.646812672754335,0.5518778848077472,0.39877259079989213,0.817445342480971,0.7305150315597303,0.336135574719368,0.08888104301798906,0.6283519205547636,0.10478799294381211,0.14673754041688586,0.44203006892805635,0.10581841629379549,0.14168662152992345,0.733933132220211,0.8028908540684327,0.16015020223043108,0.41083178034062745,0.30779592912299314,0.06160277391459072,0.3684807657859434,0.8412426738364095,0.4836040723040352,0.35107842525942534,0.3835803445074069,0.48203800056762725,0.406603938857009,0.2399824595780567,0.3619052907653493,0.6069609025784974,0.10481307769595553,0.9048702811957331,0.1971948197435491,0.26306115674820973,0.16741089265666542,0.22408384836724915,0.20363599620824144,0.06825004085303553,0.0444260179130732,0.2526894677182901,0.23172834249667176,0.11559115791201711,-0.2400822921958934,0.6874028518609503,0.508119467289372,0.45392774655180346,0.13890904059331305,0.29446955758574345,0.14060011078538007,0.3326411731943312,0.8129485561333482,0.18774509401655226,-0.5452771814755738,-0.736511159002255,0.3702394481955027,0.0722759819138064,0.32769400175013397,0.09600105403656423,0.5368116302705468,0.13937178394945002,0.08386142523467666,0.22108208907798038,0.4595073186418809,0.4797291633107319,0.7592873272905898,0.48940865178610693,0.7021908454346031,0.3887397335631828,0.6722662561131566,0.1425644113708098,0.9012871586742817,0.32470691519068273
2026,1001000.0,59,0.6798215113782929,0.8444792372911669,0.17708132722831035,0.5253218128516235,0.5347500223002245,0.43481092178487724,0.7507937501485346,0.5419638958715367,0.4436937393537994,0.9446101718196672,0.6666369660771329,0.3974901485635476,0.11467363471156722,0.5803935369492148,0.13168029033829853,0.1798219448789915,0.3739718264354277,0.10439481808853879,0.10914811920598044,0.7157999945916753,0.749086475979968,0.10244240438986996,0.3758814400026971,0.2457203756205102,0.053926893673086396,0.2969089982794173,0.8870837534222815,0.4106303738817978,0.34818613563462897,0.4356270979326373,0.5102823462148409,0.470661628447538,0.22448577115457713,0.4031287093874809,0.5762245627395797,0.10328199626385182,0.8323169521478722,0.1582551265970107,0.2480963528479574,0.12771615967769856,0.22072521179400706,0.1618867147664711,0.06454704622302221,0.039329739096078176,0.27596785248159317,0.3175963292363626,0.12232237546186786,-0.2123164162566411,0.6751341746305695,0.4887741926947342,0.4655779026139637,0.10353867312586051,0.3632073424652589,0.14511974372864533,0.21905683209808124,0.7704661660334993,0.21068508692353943,0.08123008007146386,0.08372845450158177,0.3170877275701658,0.07006571173915455,0.34633410452504076,0.10739638379265803,0.5399710328284479,0.13199202308435876,0.12222478710979345,0.26209319179265833,0.4387952827694015,0.4850128503879718,0.7425121845583469,0.5002880334158881,0.6928995680716357,0.3805036426487616,0.6742784310171936,0.13711366181680784,0.9030845547763248,0.4454451718300193
2247,1002001.0,59,0.7571934029998056,0.820573752800957,0.16519889413372565,0.5274165248907495,0.5250221999865856,0.35745138805393817,0.5120651502222467,0.45031537979669967,0.5114068677032332,0.8651749883087018,0.6623068745554325,0.40948087481289175,0.11499505585495584,0.5502440129928745,0.13075264833880684,0.16101200164963458,0.38413432380740176,0.11232816815711244,0.1096987432067067,0.7132087675387915,0.7468265221488197,0.10048360484628338,0.3805000504958187,0.2417662426596232,0.05233418883758029,0.2992313270550637,0.8912083014643697,0.40569994613153426,0.3554142439358037,0.4316469603281039,0.5131338725271695,0.461004713979829,0.22874006481304754,0.41565278726526333,0.5789005942455483,0.1072875628754586,0.8490434893948553,0.13734181313948035,0.23911958448091442,0.13026915034672926,0.20427703216825055,0.1556178083183466,0.07035808990023562,0.03892161680674122,0.2763862214405639,0.34553587699261,0.10949447676338453,-0.1433212039182905,0.6628331304002515,0.49636512653531994,0.46941403460697373,0.103269203555443,0.3709125955242989,0.1506684633152613,0.23081296539456453,0.7645752330282778,0.20701621674189513,-0.5903953516157766,-0.7914686892136543,0.31979711535857236,0.06932451485718572,0.3172122920216216,0.10293997123096255,0.5391967702830387,0.13107184368994407,0.1628137997296335,0.29646015300326667,0.4209138879333558,0.49723119159243634,0.7219713414425968,0.5227426631321848,0.6715956080261822,0.3889613639952123,0.6690057708131883,0.13667792719352878,0.9036841602181059,0.32470691519068273
2419,1003002.0,59,0.7462810637547942,0.6988412320410152,0.15987352686514344,0.49490925527412,0.44936381679327914,0.5305811416435445,0.5045119022452951,0.5805108449653684,0.5489750328978216,0.7905107551690822,0.603656148536636,0.4110778656738967,0.11345441187742034,0.5416796129826755,0.1251882575829626,0.15080734241476534,0.3880827020420341,0.11907469895589173,0.10794153289884978,0.7182793571496209,0.7430294099989796,0.10026290933049076,0.3827268920904672,0.23995896434163555,0.05086425565963726,0.30345258896712757,0.8911031874658866,0.4091620962577771,0.34136580730268307,0.4332585998141729,0.5061716593787109,0.4613604420163724,0.23441613130483496,0.4215011903271897,0.5798645276502938,0.10744451025061741,0.8616036125357702,0.13186961287521992,0.23616000588392994,0.12962301698939815,0.2035253427289394,0.15843295326272555,0.07244072163850523,0.042905258151555326,0.28092071532987983,0.3734744015777949,0.10272626109278127,-0.050191729159294596,0.650520466487567,0.5121695357741896,0.4702181555992375,0.10543861511390129,0.3685769512140453,0.15462364384935956,0.2289443583839219,0.7570817368284977,0.20490045259854262,-0.6320770320685016,-0.8422403001492453,0.3248342814150136,0.06993616173702999,0.3075289367745351,0.09807092354128516,0.538460398755598,0.12941977083150658,0.19661150268276373,0.3341203267407522,0.4118035989329414,0.5143458413570183,0.6974743201579798,0.5518092911130346,0.6262649176937582,0.4070749129210596,0.6688859201444156,0.13466428401556563,0.9034944452596424,0.32470691519068273
2601,1004004.0,59,0.7865397693451851,0.7299947501903732,0.2029977474746372,0.5570170265554079,0.5055353266766166,0.4714684816665157,0.5279333445921623,0.36368561911817254,0.43235719589288524,0.862232836238873,0.6427933493102868,0.4270248994810961,0.11124642649823813,0.5477541906744214,0.12201009833695009,0.13329327198706764,0.40673333381809407,0.122175039248273,0.11233741162948085,0.7216791012152859,0.751419876839444,0.09936652503853782,0.36749207630329295,0.2358854278205218,0.0504399580355247,0.30728269393060326,0.8866044644771662,0.4057494643502082,0.341516898163154,0.4292067352424658,0.510412588786175,0.4555037704436997,0.23257795042627993,0.4265156942207655,0.5883100250517765,0.10990827242290013,0.861488952117023,0.1297273779226069,0.23737188783722463,0.13099789023631048,0.20073568658181618,0.16347735566299115,0.07337315330301308,0.04372955297760267,0.28254691493395345,0.401442663377356,0.09955712510506087,0.009791431003208118,0.6382117508469172,0.5286924360436984,0.4786023960651278,0.10771471106376418,0.3695715918334308,0.1559167236620882,0.25241393613069185,0.7591051730967888,0.20333294805988056,-0.5915972845804592,-0.7929327394415236,0.33199608432561734,0.06933105995673094,0.31693306277979355,0.09609251645957517,0.5345231874976779,0.12358649523584564,0.23359759486532283,0.3809747608760006,0.39760515146189945,0.5247098410625624,0.6783941242405973,0.5718894518604962,0.6146119611271015,0.41170406802922943,0.67042826347349,0.13149489141328718,0.9042618227420144,0.32470691519068273
100,990025.0,180,0.34492746737103547,0.35701245203587684,0.07704163359757447,0.3049464728327766,0.018044732257705667,0.1476337565449479,0.15951687622982075,0.0443630685369306,0.6776515278287308,0.037377689540711856,0.5449401881164775,0.37090253002669304,0.0835117998654078,0.2938107899295916,0.8020302538497391,0.7313753727878356,0.18929606144395422,0.09835280166835005,0.12325457324174251,0.3386709018461304,0.28238024785329885,0.1324465844826178,0.859816125019086,1.0,0.03731736287316201,0.7571073627638505,0.11882100517017058,0.6688064256026607,0.8149716641018074,0.6648819509457284,0.2828077408415628,0.7630842886882352,0.6165574719863454,0.20761981967095197,0.583815525977573,0.11036823657689188,0.18035950973813764,0.5725430526538455,0.5055250348823588,0.7045082882799568,0.5450201361823718,0.15638243026095422,0.05610987315515774,0.052888570431404776,0.10405653544100547,0.22599178011318521,0.14617414603948875,0.24274493694471486,0.07347300556877324,0.004475871735691596,0.0,0.40125584844663664,0.758950517905471,0.1516125553225809,0.2389374114983278,-0.00776184171054517,0.15081493002559654,0.2180369511560584,0.09128738185374195,0.3277138949172288,0.056131057220344976,0.08755847465312674,0.062059299055635675,0.01331106673598194,0.15309315653607625,0.1072802531601944,-0.03456573509221528,0.19846296437348254,0.051106299018674584,0.1102648410410092,0.5105531838794901,0.5568377955649311,0.6426214857446695,0.7576881781074751,0.1381173378226072,0.9015229540628951,0.8351898722372575
311,991020.0,180,0.36107100387588387,0.2940140086661755,0.08280752374792666,0.28774236113291163,0.0986760241933006,0.22980247826206524,0.14171695125540232,0.09990896044970149,0.7190200687234247,0.11585649701837042,0.45726552355832695,0.3527101481135464,0.08722894556528527,0.28963951049279757,0.7900921759729549,0.7444732230167794,0.19172353888073435,0.10215871570001323,0.12414249870562588,0.33726728986341303,0.27980856912036955,0.1208744833947506,0.8555909684509639,0.9847227521818986,0.03900901024781879,0.7615848054714899,0.13526665623657633,0.674602698050812,0.7792595812907095,0.6554910163915029,0.28878902200466994,0.7516864815183641,0.6290696696276946,0.199990543169835,0.5765639302619707,0.10852497909132629,0.19682467478317683,0.5809074816056872,0.4927180080819582,0.7161939434110209,0.571774642197747,0.15030434306646256,0.06087552226365489,0.053525891657403846,0.11446510799868204,0.24630491830362544,0.14846438120137923,0.21863078956626225,0.08211178001233455,0.03607787968893561,0.014005438991173236,0.3981346715713574,0.7669339569336211,0.1403881717652098,0.2336730258398081,0.00801418433887946,0.1609034518144581,0.21315882344081594,0.10286345170891042,0.3333900116905175,0.05682380863749059,0.10189187899723695,0.06331428580865017,0.04015431314152451,0.15088073324672502,0.11338936603656169,-0.008805654352791237,0.20167925404554454,0.057057110668313094,0.11635446767365565,0.5170217146516256,0.5743519836793425,0.6515440901446787,0.7362164679838559,0.14910164660586922,0.9018694107736039,0.8304236161552762
418,992016.0,180,0.25410202949435434,0.26283260559871185,0.12286037831787582,0.19133561155451978,0.10063142841822889,0.12699422552319292,0.12392154688940776,0.08787015148668138,0.6313893073147607,0.11854691137365236,0.5434917642534565,0.35487073077301634,0.08816497127776213,0.29995579980680276,0.771116817159605,0.7291871216432213,0.19767062307429678,0.10933120025283216,0.12064842797433539,0.33937321684224653,0.2828090205621523,0.11766274465032112,0.8544064315829974,0.9685831906163251,0.04391904659249457,0.7726642261681729,0.13934694676572867,0.6808621473228023,0.7572767745243816,0.644804799617944,0.28962455705623413,0.7462049611269759,0.636559782586243,0.19708374227639336,0.5895415991962016,0.10735479935629533,0.17920399064893333,0.5775137143858382,0.4917606731610198,0.6897329621925437,0.5476267707469447,0.14485980554088496,0.06058059206032074,0.053750421372814966,0.12038332308150856,0.26598147482108203,0.14801410417719185,0.2120584447390339,0.08979776131322081,0.05295446909320134,0.030656584532945175,0.3915264372179337,0.7801262517236651,0.13410590136642675,0.2260235305168976,0.023806065326061443,0.1688659803761876,0.2032498745364668,0.10434130966656507,0.33318372664094653,0.058381862010999264,0.10762466875618948,0.06459984042679534,0.06486973767723825,0.14866608646873214,0.11950461858359507,0.01698031594595406,0.20489877608736373,0.06553483609524235,0.12474217479383487,0.5226192487991481,0.5893756589648405,0.6657614128317828,0.7297230734243705,0.15576606905700796,0.9022162156846985,0.8315722578067689
599,993012.0,180,0.2526968486902289,0.29472844140076015,0.162554381048767,0.3759165092813679,0.1363165447569243,0.19781286521775804,0.18754712382911634,0.07259198270096166,0.7888757093209147,0.1644314617074798,0.41217684918827224,0.36602687780193577,0.089914079272577,0.30822537195867916,0.7452306326833025,0.7068142071317016,0.18630394075174478,0.1095790192471382,0.1211695782996649,0.3293253575202959,0.2911201406965933,0.11588235721276341,0.8570844620395143,0.9507446169219591,0.04576340419349112,0.7764702893603825,0.15525606366662537,0.6877929781427063,0.7583451850246021,0.6367428849498431,0.29201684497818015,0.7426698611454903,0.6488522866710422,0.20751538690810767,0.5868855101617472,0.10712886013106848,0.2020505450847112,0.5664236166906318,0.49442827858770433,0.6812939785707144,0.5414316278796996,0.1375465081318854,0.06222798473972346,0.05391128925009178,0.12570879619163033,0.2637371148494534,0.1465932356565383,0.19959829543389596,0.0825231284261454,0.07008656153653803,0.05003433470976404,0.37785233404352425,0.7796444735704808,0.1228570841752159,0.22016524824754846,0.03959794646421422,0.17025115598297536,0.1993686872752507,0.11501477854383513,0.32380912128202466,0.05876645370896405,0.11250471184835042,0.06585601063253987,0.08957567440249647,0.14645143966962815,0.12561987118908924,0.042766286257641895,0.20811829816353988,0.07113809986357822,0.1313967634134654,0.5296917035067104,0.6067878609728687,0.6760003209185808,0.7328317042087997,0.15991166760398468,0.9025630205961517,0.8259710514549692
